0	Henry	was	Governor Edwin Washington Edwards's choice for Speaker	0.9481947648689547	0	0	[0, 5)	[6, 9)	[10, 64)	Henry was Governor Edwin Washington Edwards's choice for Speaker .
17	He	was born in	New York	0.4978219019954182	0	0	[0, 2)	[3, 11), [12, 14)	[15, 23)	He was born in New York and died at Livonia , Michigan .
17	He	died at	Livonia	0.45592395356914683	0	0	[0, 2)	[28, 32), [33, 35)	[36, 43)	He was born in New York and died at Livonia , Michigan .
18	 April 20 , 1888 - October 28 , 1938	was	an American actor known for his " heavy " style of character	0.9700610977544201	0	0	[0, 49)	[52, 55)	[56, 116)	Fred Kohler ( April 20 , 1888 - October 28 , 1938 ) was an American actor known for his " heavy " style of character .
18	an American actor	known for	his " heavy " style of character	0.8477538091726738	0	0	[56, 73)	[74, 79), [80, 83)	[84, 116)	Fred Kohler ( April 20 , 1888 - October 28 , 1938 ) was an American actor known for his " heavy " style of character .
19	Outpost Harry	was	a remote Korean War station	0.9527410621066101	0	0	[0, 13)	[14, 17)	[18, 45)	Outpost Harry was a remote Korean War station located on a tiny hilltop in what was commonly referred to as the " Iron Triangle " on the Korean Peninsula .
20	the acific theatre	was divided into	the South West Pacific Area	0.9250606141558615	0	0	[54, 72)	[73, 84), [85, 89)	[90, 117)	By agreement among the Allied nations , in March 1942 the acific theatre was divided into the South West Pacific Area , under General Douglas MacArthur , and the Pacific Ocean Areas , under Admiral Chester W. Nimitz .
20	the acific theatre	was divided into the South West Pacific Area in	March 1942	0.9476924654018686	0	0	[54, 72)	[40, 76), [77, 112), [113, 117)	[43, 53)	By agreement among the Allied nations , in March 1942 the acific theatre was divided into the South West Pacific Area , under General Douglas MacArthur , and the Pacific Ocean Areas , under Admiral Chester W. Nimitz .
21	Fighting	continued respectively in	and around Baidoa	0.5829322790798951	0	0	[0, 8)	[9, 18), [19, 21), [131, 143)	[22, 39)	Fighting continued in and around Baidoa , particularly at Iidale and Dinsoor ; approximately 60 and 120 kilometres south of Baidoa respectively .
21	Fighting	continued respectively	particularly at Iidale and Dinsoor ; approximately 60 and 120 kilometres south of Baidoa	0.6914984044731036	0	0	[0, 8)	[9, 18), [131, 143)	[42, 130)	Fighting continued in and around Baidoa , particularly at Iidale and Dinsoor ; approximately 60 and 120 kilometres south of Baidoa respectively .
22	Another version of the story	was filmed in	1934	0.8143831551075259	0	0	[0, 28)	[29, 39), [40, 42)	[43, 47)	Another version of the story was filmed in 1934 , entitled The Courage of Charlie Chan .
23	He	consults	his family doctor for solution	0.30899953469486874	0	0	[0, 2)	[3, 11)	[12, 42)	He consults his family doctor for solution .
24	The International Center for Research on Women	is	a non-profit organization headquartered in Washington , D .C . , United States	0.9779279830020898	0	0	[0, 46)	[56, 58)	[59, 137)	The International Center for Research on Women ( ICRW ) is a non-profit organization headquartered in Washington , D .C . , United States , with a regional office in New Delhi , India .
24	a non-profit organization	headquartered in	Washington	0.9250606141558615	0	0	[59, 84)	[85, 98), [99, 101)	[102, 112)	The International Center for Research on Women ( ICRW ) is a non-profit organization headquartered in Washington , D .C . , United States , with a regional office in New Delhi , India .
25	His return bout in the UFC	occurred at	" UFC 81	0.8089509981643831	0	0	[0, 26)	[27, 35), [36, 38)	[39, 47)	His return bout in the UFC occurred at " UFC 81 " , where he submitted Rob Yundt at 1:08 in the first round .
25	he	submitted	Rob Yundt	0.4978219019954182	0	0	[58, 60)	[61, 70)	[71, 80)	His return bout in the UFC occurred at " UFC 81 " , where he submitted Rob Yundt at 1:08 in the first round .
25	he	submitted Rob Yundt at	1:08	0.22506131975927415	0	0	[58, 60)	[61, 70), [71, 80), [81, 83)	[84, 88)	His return bout in the UFC occurred at " UFC 81 " , where he submitted Rob Yundt at 1:08 in the first round .
25	he	submitted Rob Yundt in	the first round	0.3497525988439521	0	0	[58, 60)	[61, 70), [71, 80), [89, 91)	[92, 107)	His return bout in the UFC occurred at " UFC 81 " , where he submitted Rob Yundt at 1:08 in the first round .
26	Frank Lanning as Francisco Cortez , escaped convict	falsely accused of	murder	0.957537172965877	0	0	[0, 51)	[52, 67), [68, 70)	[71, 77)	Frank Lanning as Francisco Cortez , escaped convict falsely accused of murder ing Jim Lester's father .
26	murder	ing	Jim Lester's father	0.931028700145368	0	0	[71, 77)	[78, 81)	[82, 101)	Frank Lanning as Francisco Cortez , escaped convict falsely accused of murder ing Jim Lester's father .
27	Wu	worked as	a reporter for United Press International	0.876543225140763	0	0	[0, 2)	[3, 9), [10, 12)	[13, 54)	Wu worked as a reporter for United Press International from 1973 until 1978 when she joined WGBH-TV , Boston's public television station , as the Massachusetts State House reporter until 1983 .
27	Wu	worked as a reporter for United Press International from	1973 until 1978 when she joined WGBH-TV , Boston's public television station , as the Massachusetts State House reporter until 1983	0.8607333732491365	0	0	[0, 2)	[3, 9), [10, 54), [55, 59)	[60, 191)	Wu worked as a reporter for United Press International from 1973 until 1978 when she joined WGBH-TV , Boston's public television station , as the Massachusetts State House reporter until 1983 .
27	she	joined	WGBH-TV	0.4978219019954182	0	0	[81, 84)	[85, 91)	[92, 99)	Wu worked as a reporter for United Press International from 1973 until 1978 when she joined WGBH-TV , Boston's public television station , as the Massachusetts State House reporter until 1983 .
27	she	joined WGBH - TV as	the Massachusetts State House reporter	0.46198222766826663	0	0	[81, 84)	[85, 91), [92, 99), [139, 141)	[142, 180)	Wu worked as a reporter for United Press International from 1973 until 1978 when she joined WGBH-TV , Boston's public television station , as the Massachusetts State House reporter until 1983 .
28	The New Zealand Naval Forces	was	a Division of the Royal Navy	0.9642085744698567	0	0	[0, 28)	[29, 32)	[33, 61)	The New Zealand Naval Forces was a Division of the Royal Navy .
29	Dawlish	to 2nd	place	0.9197759696552441	0	0	[38, 45)	[46, 52)	[53, 58)	The previous season had seen him lead Dawlish to 2nd place in the Western League , their highest ever league finishing position .
29	Dawlish	to 2nd place in	the Western League	0.9324144673478683	0	0	[38, 45)	[46, 52), [53, 58), [59, 61)	[62, 80)	The previous season had seen him lead Dawlish to 2nd place in the Western League , their highest ever league finishing position .
29	their highest ever league	finishing	position	0.6814400456876439	0	0	[83, 108)	[109, 118)	[119, 127)	The previous season had seen him lead Dawlish to 2nd place in the Western League , their highest ever league finishing position .
29	The previous season	had seen	him lead Dawlish to 2nd place in the Western League , their highest ever league	0.8958752147351534	0	0	[0, 19)	[20, 28)	[29, 108)	The previous season had seen him lead Dawlish to 2nd place in the Western League , their highest ever league finishing position .
30	he	has reported on	many of the most compelling foreign news stories in the past two decades	0.5691839633287576	0	0	[28, 30)	[31, 43), [44, 46)	[47, 119)	In his years on Newsnight , he has reported on many of the most compelling foreign news stories in the past two decades : the Gulf War ; the attempted coup d'etat in Moscow ; 1993 events in Moscow ; Bosnian War ; Middle East peace process ; the War in Kosovo ; and the recent US military campaigns in War in Afghanistan and War in Iraq .
30	he	has reported on many of the most compelling foreign news stories in the past two decades In	his years on Newsnight	0.44126879054002194	0	0	[28, 30)	[0, 34), [35, 111), [112, 119)	[3, 25)	In his years on Newsnight , he has reported on many of the most compelling foreign news stories in the past two decades : the Gulf War ; the attempted coup d'etat in Moscow ; 1993 events in Moscow ; Bosnian War ; Middle East peace process ; the War in Kosovo ; and the recent US military campaigns in War in Afghanistan and War in Iraq .
31	William Dozier	was	an American film and television producer and actor	0.9340463819568752	0	0	[0, 14)	[56, 59)	[60, 110)	William Dozier ( February 13 , 1908 - April 23 , 1991 ) was an American film and television producer and actor .
32	the ZANU-PF-Movement for Democratic Change national unity government	was sworn in on	February 13	0.933175493637304	0	0	[5, 73)	[74, 86), [87, 89)	[90, 101)	When the ZANU-PF-Movement for Democratic Change national unity government was sworn in on February 13 , 2009 , Nhema was included in the Cabinet as Minister of the Environment .
32	Nhema	was included in	the Cabinet as Minister of the Environment	0.9324144673478683	0	0	[111, 116)	[117, 129), [130, 132)	[133, 175)	When the ZANU-PF-Movement for Democratic Change national unity government was sworn in on February 13 , 2009 , Nhema was included in the Cabinet as Minister of the Environment .
32	Nhema	was included in the Cabinet as Minister of the Environment	When the ZANU-PF-Movement for Democratic Change national unity government was sworn in on February 13	0.9705358532503476	0	0	[111, 116)	[117, 129), [130, 175)	[0, 101)	When the ZANU-PF-Movement for Democratic Change national unity government was sworn in on February 13 , 2009 , Nhema was included in the Cabinet as Minister of the Environment .
33	She	was	a member of the National Union of Women Workers	0.5680679595514976	0	0	[0, 3)	[4, 7)	[8, 55)	She was a member of the National Union of Women Workers .
33	She	was a member of	the National Union	0.8847999636040884	0	0	[0, 3)	[4, 19)	[20, 38)	She was a member of the National Union of Women Workers .
34	He	was	Premier of the Republic of China	0.5680679595514976	0	0	[0, 2)	[3, 6)	[7, 39)	He was Premier of the Republic of China from 1989 to 1990 , serving for one year under former President Lee Teng-hui .
34	He	serving for	one year	0.41051436014453063	0	0	[0, 2)	[60, 67), [68, 71)	[72, 80)	He was Premier of the Republic of China from 1989 to 1990 , serving for one year under former President Lee Teng-hui .
34	He	serving under	former President Lee Teng-hui	0.3536345617184334	0	0	[0, 2)	[60, 67), [81, 86)	[87, 116)	He was Premier of the Republic of China from 1989 to 1990 , serving for one year under former President Lee Teng-hui .
34	He	was Premier of	the Republic	0.8847999636040884	0	0	[0, 2)	[3, 17)	[18, 30)	He was Premier of the Republic of China from 1989 to 1990 , serving for one year under former President Lee Teng-hui .
35	He	made	his debut	0.30899953469486874	0	0	[0, 2)	[3, 7)	[8, 17)	He made his debut in a Champions League game Fenerbahce-Inter ( 1-0 ) .
35	He	made in	a Champions League game	0.3929209860966329	0	0	[0, 2)	[3, 7), [18, 20)	[21, 44)	He made his debut in a Champions League game Fenerbahce-Inter ( 1-0 ) .
36	Islamic Jihad Group	is	 IMU )	0.9678478279394086	0	0	[48, 67)	[78, 80)	[81, 170)	The Islamic Jihad Union ( IJU ) , also known as Islamic Jihad Group ( IJG ) , is a terrorist organization which splintered from the Islamic Movement of Uzbekistan ( IMU ) , and has conducted attacks in Uzbekistan and attempted attacks in Germany .
36	a terrorist organization	splintered from	the Islamic Movement of Uzbekistan	0.9125462839307745	0	0	[81, 105)	[112, 122), [123, 127)	[128, 162)	The Islamic Jihad Union ( IJU ) , also known as Islamic Jihad Group ( IJG ) , is a terrorist organization which splintered from the Islamic Movement of Uzbekistan ( IMU ) , and has conducted attacks in Uzbekistan and attempted attacks in Germany .
36	The Islamic Jihad Union	has conducted	attacks in Uzbekistan	0.9397001286877047	0	0	[0, 23)	[177, 190)	[191, 212)	The Islamic Jihad Union ( IJU ) , also known as Islamic Jihad Group ( IJG ) , is a terrorist organization which splintered from the Islamic Movement of Uzbekistan ( IMU ) , and has conducted attacks in Uzbekistan and attempted attacks in Germany .
36	The Islamic Jihad Union	attempted	attacks in Germany	0.9397001286877047	0	0	[0, 23)	[217, 226)	[227, 245)	The Islamic Jihad Union ( IJU ) , also known as Islamic Jihad Group ( IJG ) , is a terrorist organization which splintered from the Islamic Movement of Uzbekistan ( IMU ) , and has conducted attacks in Uzbekistan and attempted attacks in Germany .
37	she	died at	the age of 53 in Leusden	0.4978219019954182	0	0	[30, 33)	[34, 38), [39, 41)	[42, 66)	After three brain surgeries , she died at the age of 53 in Leusden , The Netherlands , where she had lived during her illness .
37	she	died After	three brain surgeries	0.547338059826203	0	0	[30, 33)	[0, 5), [34, 38)	[6, 27)	After three brain surgeries , she died at the age of 53 in Leusden , The Netherlands , where she had lived during her illness .
37	she	had lived during	her illness	0.30899953469486874	0	0	[93, 96)	[97, 106), [107, 113)	[114, 125)	After three brain surgeries , she died at the age of 53 in Leusden , The Netherlands , where she had lived during her illness .
37	she	had lived	Leusden	0.5961061943937731	0	0	[93, 96)	[97, 106)	[59, 66)	After three brain surgeries , she died at the age of 53 in Leusden , The Netherlands , where she had lived during her illness .
38	Cadabra	has played for	 twice ) and FC Etzella Ettelbruck in Luxembourg	0.9352546478442636	0	0	[0, 7)	[8, 11), [17, 23), [24, 27)	[28, 112)	Cadabra has also played for FC Cessange Bracarenses Grund 2001 ( twice ) and FC Etzella Ettelbruck in Luxembourg .
39	He	played	the healer Goggins who is a Draenei shaman	0.4978219019954182	0	0	[0, 2)	[3, 9)	[10, 52)	He played the healer Goggins who is a Draenei shaman .
39	the healer	is	a Draenei shaman	0.9262990687352972	0	0	[10, 20)	[33, 35)	[36, 52)	He played the healer Goggins who is a Draenei shaman .
40	Pace	played with	the Nelson Giants	0.9105129651916236	0	0	[25, 29)	[30, 36), [37, 41)	[42, 59)	For the 2006-07 season , Pace played with the Nelson Giants in the New Zealand National Basketball League .
40	Pace	played with the Nelson Giants in	the New Zealand National Basketball League	0.9105129651916236	0	0	[25, 29)	[30, 36), [37, 59), [60, 62)	[63, 105)	For the 2006-07 season , Pace played with the Nelson Giants in the New Zealand National Basketball League .
40	Pace	played with the Nelson Giants For	the 2006-07 season	0.9254319101252583	0	0	[25, 29)	[0, 3), [30, 52), [53, 59)	[4, 22)	For the 2006-07 season , Pace played with the Nelson Giants in the New Zealand National Basketball League .
40	Basketball League	[is] National [from]	New Zealand	0.38089450366724514	0	0	[88, 105)	[79, 87)	[67, 78)	For the 2006-07 season , Pace played with the Nelson Giants in the New Zealand National Basketball League .
41	These policies	were enforced by	the police	0.9030401971054747	0	0	[0, 14)	[15, 28), [29, 31)	[32, 42)	These policies were enforced by the police .
42	the post office in Taft	was renamed	the " Larry S. Pierce Post Office	0.9530647582435334	0	0	[23, 46)	[47, 58)	[59, 92)	On February 6 , 2008 , the post office in Taft was renamed the " Larry S. Pierce Post Office " in his honor .
42	the post office in Taft	was renamed the " Larry S. Pierce Post Office in	his honor	0.8567417750149627	0	0	[23, 46)	[47, 58), [59, 92), [95, 97)	[98, 107)	On February 6 , 2008 , the post office in Taft was renamed the " Larry S. Pierce Post Office " in his honor .
42	the post office in Taft	was renamed the " Larry S. Pierce Post Office On	February 6	0.9753329182346859	0	0	[23, 46)	[0, 50), [51, 85), [86, 92)	[3, 13)	On February 6 , 2008 , the post office in Taft was renamed the " Larry S. Pierce Post Office " in his honor .
43	LaBrocca	scored	his first goal for the club in a 4-1 home victory vs. Chicago Fire	0.9231320349505967	0	0	[0, 8)	[9, 15)	[16, 82)	LaBrocca scored his first goal for the club in a 4-1 home victory vs. Chicago Fire .
44	He	is	married to Washington Post journalist Ruth Marcus	0.5680679595514976	0	0	[0, 2)	[3, 5)	[6, 55)	He is married to Washington Post journalist Ruth Marcus .
45	Kuroki	is	the only Japanese American	0.9481947648689547	0	0	[0, 6)	[7, 9)	[10, 36)	Kuroki is the only Japanese American known to have participated in air combat missions in the Pacific theater of operations during the war .
45	the only Japanese American	known to	have participated in air combat missions in the Pacific theater of operations during the war	0.9672828900016419	0	0	[10, 36)	[37, 42), [43, 45)	[46, 138)	Kuroki is the only Japanese American known to have participated in air combat missions in the Pacific theater of operations during the war .
45	the only Japanese American	to have participated in	air combat missions in the Pacific theater of operations	0.9397001286877047	0	0	[10, 36)	[43, 63), [64, 66)	[67, 123)	Kuroki is the only Japanese American known to have participated in air combat missions in the Pacific theater of operations during the war .
45	the only Japanese American	to have participated in air combat missions in the Pacific theater of operations during	the war	0.928319312100383	0	0	[10, 36)	[43, 63), [64, 123), [124, 130)	[131, 138)	Kuroki is the only Japanese American known to have participated in air combat missions in the Pacific theater of operations during the war .
46	Middleton	became	the owner and operator of Cedar Hill Farm near Waldorf	0.9567562066335041	0	0	[60, 69)	[70, 76)	[77, 131)	After his service in the United States Army ( 1968-1971 ) , Middleton became the owner and operator of Cedar Hill Farm near Waldorf , Maryland .
46	Middleton	became the owner and operator of Cedar Hill Farm near Waldorf After	the owner and operator of Cedar Hill Farm near Waldorf	0.9166044900803317	0	0	[60, 69)	[0, 5), [70, 123), [124, 131)	[77, 131)	After his service in the United States Army ( 1968-1971 ) , Middleton became the owner and operator of Cedar Hill Farm near Waldorf , Maryland .
47	The Candy Trail	is	a 1916 silent comedy film featuring Oliver Hardy	0.949419443712137	0	0	[3, 18)	[21, 23)	[24, 72)	 " The Candy Trail " is a 1916 silent comedy film featuring Oliver Hardy .
47	a 1916 silent comedy film	featuring Hardy	Oliver	0.9357211141152667	0	0	[24, 49)	[50, 59), [67, 72)	[60, 66)	 " The Candy Trail " is a 1916 silent comedy film featuring Oliver Hardy .
48	Gabriel	was born in	San Fernando	0.9324144673478683	0	0	[118, 125)	[126, 134), [135, 137)	[138, 150)	Daughter of the actor Ismael Sanchez Abellan and actress and writer Ana Maria Bueno ( better known as Ana Rosetti ) , Gabriel was born in San Fernando , Cadiz , but spent her childhood in Madrid .
48	Gabriel	spent	her childhood	0.8746736694634364	0	0	[118, 125)	[165, 170)	[171, 184)	Daughter of the actor Ismael Sanchez Abellan and actress and writer Ana Maria Bueno ( better known as Ana Rosetti ) , Gabriel was born in San Fernando , Cadiz , but spent her childhood in Madrid .
48	Gabriel	spent her childhood in	Madrid	0.9210233335200773	0	0	[118, 125)	[165, 170), [171, 184), [185, 187)	[188, 194)	Daughter of the actor Ismael Sanchez Abellan and actress and writer Ana Maria Bueno ( better known as Ana Rosetti ) , Gabriel was born in San Fernando , Cadiz , but spent her childhood in Madrid .
50	Dissatisfaction with progress and lack of resettlement of refugees	caused	the CNDP forces to declare war on the FDLR and hostilities to resume , including civilian atrocities	0.9658754809905633	0	0	[0, 66)	[67, 73)	[74, 174)	Dissatisfaction with progress and lack of resettlement of refugees caused the CNDP forces to declare war on the FDLR and hostilities to resume , including civilian atrocities .
51	the Arab world	is	a rich prize in itself	0.8807736236589644	0	0	[9, 23)	[24, 26)	[27, 49)	 " While the Arab world is a rich prize in itself , Europe has been and remains the primary objective .
51	Europe	remains	the primary objective	0.9064683704715875	0	0	[52, 58)	[72, 79)	[80, 101)	 " While the Arab world is a rich prize in itself , Europe has been and remains the primary objective .
52	the British	also knew that	by law the fleet could only land at Cadiz	0.9212499880074402	0	0	[6, 17)	[18, 27), [28, 32)	[33, 74)	Since the British also knew that by law the fleet could only land at Cadiz , as well as its place and approximate time of departure from South America , it was not difficult to position a squadron to intercept it .
53	Tomkins	made	his Premier League debut	0.8821938819052391	0	0	[0, 7)	[8, 12)	[13, 37)	Tomkins made his Premier League debut on 22 March 2008 in a 1-1 draw away to Everton .
53	Tomkins	made on	22 March 2008	0.9000738595917936	0	0	[0, 7)	[8, 12), [38, 40)	[41, 54)	Tomkins made his Premier League debut on 22 March 2008 in a 1-1 draw away to Everton .
53	Tomkins	made in	a 1-1 draw away to Everton	0.9000738595917936	0	0	[0, 7)	[8, 12), [55, 57)	[58, 84)	Tomkins made his Premier League debut on 22 March 2008 in a 1-1 draw away to Everton .
54	He	went on to	work for Cisco Systems	0.39213989408341976	0	0	[0, 2)	[8, 15), [16, 18)	[19, 41)	He then went on to work for Cisco Systems , one of the world's largest high-tech businesses .
54	He	went on	then	0.25239008486941794	0	0	[0, 2)	[8, 15)	[3, 7)	He then went on to work for Cisco Systems , one of the world's largest high-tech businesses .
55	He	fathered	two children	0.45170382506656653	0	0	[0, 2)	[3, 11)	[12, 24)	He fathered two children , Edna and Donald , and lived in Aberdeen until his death from tuberculosis in 1942 .
55	He	lived in	Aberdeen	0.45592395356914683	0	0	[0, 2)	[49, 54), [55, 57)	[58, 66)	He fathered two children , Edna and Donald , and lived in Aberdeen until his death from tuberculosis in 1942 .
55	He	lived until	his death from tuberculosis in 1942	0.19794479700715628	0	0	[0, 2)	[49, 54), [67, 72)	[73, 108)	He fathered two children , Edna and Donald , and lived in Aberdeen until his death from tuberculosis in 1942 .
56	A Great-Great Grandson	was	 1927 - 1990	0.9642085744698567	0	0	[0, 22)	[23, 26)	[27, 60)	A Great-Great Grandson was Robert Norton Noyce ( 1927 - 1990 ) , nicknamed " the Mayor of Silicon Valley " , co-founder of Fairchild Semiconductor in 1957 and Intel in 1968 .
56	 1927 - 1990	nicknamed	the Mayor of Silicon Valley	0.9455245065369424	0	0	[27, 60)	[65, 74)	[77, 104)	A Great-Great Grandson was Robert Norton Noyce ( 1927 - 1990 ) , nicknamed " the Mayor of Silicon Valley " , co-founder of Fairchild Semiconductor in 1957 and Intel in 1968 .
57	Alice	was accepted as	a student of Carlos Salzedo at the Curtis Institute of Music in Philadelphia	0.9567562066335041	0	0	[92, 97)	[98, 110), [111, 113)	[114, 190)	After learning to play from her mother and continuing as a music student in local schools , Alice was accepted as a student of Carlos Salzedo at the Curtis Institute of Music in Philadelphia , Pennsylvania .
57	Alice	was accepted After	learning to play from her mother and continuing as a music student in local schools	0.9360948329895548	0	0	[92, 97)	[0, 101), [102, 110)	[6, 89)	After learning to play from her mother and continuing as a music student in local schools , Alice was accepted as a student of Carlos Salzedo at the Curtis Institute of Music in Philadelphia , Pennsylvania .
58	This article	includes	 extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action	0.9472929138282772	0	0	[0, 12)	[13, 21)	[22, 200)	This article includes attacks on continental territory ( extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action involving the Danish territory of Greenland and the Caribbean .
58	 extending 200 miles into the ocean	is under the sovereignty of the United States , Canada and Mexico	today	0.9480809988038372	0	0	[22, 91)	[100, 102), [109, 171)	[103, 108)	This article includes attacks on continental territory ( extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action involving the Danish territory of Greenland and the Caribbean .
58	 extending 200 miles into the ocean	is under	the sovereignty of the United States , Canada and Mexico	0.9594631969772744	0	0	[22, 91)	[100, 102), [109, 114)	[115, 171)	This article includes attacks on continental territory ( extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action involving the Danish territory of Greenland and the Caribbean .
58	 extending 200 miles into the ocean	excludes	military action involving the Danish territory of Greenland and the Caribbean	0.9731559890911889	0	0	[22, 91)	[176, 184)	[185, 262)	This article includes attacks on continental territory ( extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action involving the Danish territory of Greenland and the Caribbean .
58	military action	involving	the Danish territory of Greenland and the Caribbean	0.9180804252893389	0	0	[185, 200)	[201, 210)	[211, 262)	This article includes attacks on continental territory ( extending 200 miles into the ocean ) which is today under the sovereignty of the United States , Canada and Mexico but excludes military action involving the Danish territory of Greenland and the Caribbean .
59	Princeton's women's track & field team	has also enjoyed	great success under Head Coach Peter Farrell	0.9644566551015289	0	0	[0, 38)	[39, 55)	[56, 100)	Princeton's women's track & field team has also enjoyed great success under Head Coach Peter Farrell .
60	The report	implied that	the infighting in Zanu-PF over Mugabe's successor was also hurting policy formulation and consistency in implementation	0.9350261907700695	0	0	[0, 10)	[11, 18), [19, 23)	[24, 143)	The report implied that the infighting in Zanu-PF over Mugabe's successor was also hurting policy formulation and consistency in implementation .
61	Life Partner	netted	overseas	0.7900566639584307	0	0	[3, 15)	[18, 24)	[25, 33)	 " Life Partner " netted overseas in its opening week while it netted domestically by the third week .
61	Life Partner	netted in	its opening week	0.7909298299575616	0	0	[3, 15)	[18, 24), [34, 36)	[37, 53)	 " Life Partner " netted overseas in its opening week while it netted domestically by the third week .
61	Life Partner	netted while	it netted domestically by the third week	0.7909298299575616	0	0	[3, 15)	[18, 24), [54, 59)	[60, 100)	 " Life Partner " netted overseas in its opening week while it netted domestically by the third week .
